id,hindi,santali
1880,"संयुक्‍त राष्ट्र सुरक्षा परिषद्‌ (एस5/1325), स्त्रियों पर, शान्ति, और सुरक्षा द्वारा ३१ अक्टूबर 2000 को संयुक्‍त राष्ट्र सुरक्षा परिषद्‌ ने एकमत किया ।","᱑᱒᱖᱑ (᱑᱙᱙᱙), ᱑᱒᱖᱕ (᱑᱙᱙᱙), ᱑᱒᱙᱖ (᱒᱐᱐᱐) ᱟᱨ ᱑᱓᱑᱔ (᱒᱐᱐᱐)ᱼᱨᱮᱭᱟᱜ ᱴᱷᱟᱹᱣᱠᱟᱹ ᱯᱟᱧᱡᱟᱭ ᱛᱟᱭᱚᱢ, ᱒᱐᱐᱐ ᱥᱟᱞ ᱨᱮᱭᱟᱜ ᱓᱑ ᱚᱠᱴᱚᱵᱚᱨ ᱡᱟᱛᱤᱥᱚᱝᱜᱷᱚ ᱱᱤᱨᱟᱯᱚᱛᱛᱟ ᱯᱚᱨᱤᱥᱚᱫ ᱦᱚᱛᱮᱛᱮ ᱥᱟᱱᱟᱢ ᱠᱩᱣᱟᱜ ᱢᱚᱛᱞᱮᱠᱟᱛᱮ ᱛᱤᱨᱞᱟᱹ, ᱥᱟᱹᱱᱛᱤ ᱟᱨ ᱨᱩᱠᱷᱭᱟᱹ ᱪᱮᱛᱟᱱ ᱡᱟᱛᱤᱥᱚᱝᱜᱷᱚ ᱱᱤᱨᱟᱯᱚᱛᱛᱟ ᱯᱚᱨᱤᱥᱚᱫᱟᱜᱽ ᱑᱓᱒᱕ (ᱮᱥ/ᱟᱨ.ᱤ.ᱮᱥ/᱑᱓᱒᱕) ᱴᱷᱟᱹᱣᱠᱟᱹ ᱦᱟᱛᱟᱣ ᱦᱩᱭᱞᱮᱱᱟ ᱾"
1881,"इसके बाद, उसने अदालत के सामने एक कार्यक्रम पेश किया ।","ᱥᱤᱢᱟᱹ ᱵᱤᱨᱩᱫᱷ ᱢᱟᱢᱟᱞᱟ ᱨᱮ, ᱵᱤᱨᱩᱫᱷ ᱨᱮᱱ ᱵᱟᱱᱟᱨ ᱯᱟᱦᱟᱴᱟ, ᱵᱩᱨᱠᱤᱱᱟ ᱯᱷᱟᱥᱳ ᱟᱨ ᱢᱟᱞᱤ, ᱛᱟᱞᱟᱢᱟᱞᱟ ᱵᱮᱵᱚᱥᱛᱟ ᱞᱟᱹᱭ ᱞᱟᱹᱜᱤᱫᱛᱮ ᱠᱟᱪᱷᱟᱦᱟᱹᱨᱤ ᱨᱮ ᱢᱤᱫᱴᱟᱝ ᱟᱨᱫᱟᱥ ᱠᱤᱱ ᱮᱢ ᱟᱠᱟᱫᱟ ᱾"
1882,"जब तक दिल्ली के हाई कोर्ट ने फैसला नहीं किया कि 2 जुलाई, 2009 को बड़ों की सहमति के बीच लैंगिक संबंध रखते हैं, तब तक समलैंगिकता को अपराधी समझा गया क्योंकि 150 साल के भारतीय पेनल कोड (एलईसी), ब्रिटेन की सरकार ने यह कानून जारी किया ।","᱒᱐᱐᱙ᱼᱨᱮᱭᱟᱜ ᱒ᱨᱟ ᱡᱩᱞᱟᱤ ᱞᱟᱦᱟ ᱡᱟᱦᱟᱸᱛᱤᱱᱟᱹᱜ ᱫᱤᱱ ᱫᱷᱟᱹᱵᱤᱡᱽ ᱫᱤᱞᱞᱤ ᱦᱟᱭᱠᱳᱴ ᱫᱚ ᱞᱟᱹᱜᱤᱫᱚᱜᱽ ᱩᱢᱟᱹᱨ ᱯᱩᱨᱟᱹᱣᱟᱠᱟᱱᱛᱟᱠᱩ ᱢᱩᱫᱽᱨᱮ ᱨᱟᱹᱡᱤᱭᱟᱠᱟᱱᱟᱜᱽ ᱱᱤᱡᱟᱹ ᱡᱟᱱᱟᱧ ᱠᱟᱹᱢᱤ ᱜᱷᱟᱹᱴᱟᱱᱟᱜᱽ ᱵᱟᱝ ᱠᱟᱱᱟ ᱵᱟᱭ ᱞᱟᱹᱭᱟᱠᱟᱫᱟ, ᱵᱨᱤᱴᱤᱥ ᱩᱯᱟᱹᱱᱤᱵᱮᱥᱤᱠ ᱥᱚᱨᱠᱟᱨ ᱫᱟᱨᱟᱭᱛᱮ ᱯᱟᱥᱟᱠᱟᱱ ᱑᱕᱐ ᱥᱮᱨᱢᱟ ᱢᱟᱨᱮᱱ ᱵᱷᱟᱨᱚᱛᱤᱭᱟᱹ ᱥᱟᱹᱡᱟᱹᱭᱟᱹᱨᱤ (ᱟᱭ.ᱯᱤ.ᱥᱤ) ᱟᱹᱱ ᱨᱮᱭᱟᱜ ᱵᱟᱝᱯᱩᱥᱴᱟᱹᱣ ᱓᱗᱗ ᱫᱷᱟᱨᱟ ᱨᱮᱭᱟᱜ ᱵᱤᱪᱷᱱᱟᱹᱣ ᱞᱮᱠᱟᱛᱮ ᱥᱚᱢᱚᱠᱟᱢᱤᱛᱟ ᱫᱚ ᱠᱟᱹᱭ ᱞᱮᱠᱟᱛᱮᱜᱤ ᱵᱷᱟᱹᱵᱤᱛᱚᱜᱽᱠᱟᱱ ᱛᱟᱦᱮᱸᱠᱟᱱᱟ ᱾"
1883,"गाँव के अदालतों में, जैसे लोक अवीत (लोगों की अदालत) या नीकाच (शहर के न्याय), वैकल्पिक वाद - विवाद प्रस्तुत करते हैं ।","ᱟᱛᱩ ᱵᱟᱹᱭᱥᱤ, ᱡᱮᱞᱮᱠᱟ ᱞᱳᱠ ᱟᱫᱟᱞᱚᱛ ( ᱦᱚᱲ ᱠᱚᱣᱟᱜ ᱵᱟᱹᱭᱥᱤ ) ᱥᱮ ᱱᱮᱭ ᱯᱚᱧᱪᱟᱭᱮᱛ ( ᱟᱛᱩ ᱨᱮᱭᱟᱜ ᱥᱟᱹᱨᱤ ᱵᱤᱪᱟᱹᱨ ), ᱮᱴᱟᱜ ᱵᱤᱵᱟᱹᱫ ᱢᱮᱴᱟᱣ ᱨᱮᱭᱟᱜ ᱠᱟᱛᱷᱟᱭ ᱮᱢᱚᱜᱼᱟ ᱾"
1884,पार्ट II (रिस्ट्स 17-24) सम्मेलन की रिपोर्ट और निगरानी को लागू करने के लिए दलों द्वारा ले गए कदमों को नियंत्रित करता है.,ᱯᱟᱨᱴ II (ᱜᱟᱱᱟᱝ ᱑᱗-᱒᱔) ᱠᱚᱱᱵᱷᱮᱱᱥᱚᱱ ᱨᱮᱭᱟᱜ ᱨᱤᱯᱳᱴᱤᱝ ᱟᱨ ᱧᱮᱞᱡᱚᱛᱱᱟᱣ ᱟᱨ ᱱᱤᱭᱟᱹ ᱠᱟᱹᱢᱤᱨᱮ ᱯᱷᱮᱨᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱯᱚᱠᱠᱷᱚᱠᱩ ᱨᱮᱭᱟᱜ ᱦᱟᱛᱟᱣᱟᱠᱟᱱ ᱯᱚᱫᱚᱠᱠᱷᱮᱯᱠᱩᱭ ᱧᱮᱞᱡᱚᱛᱚᱱᱮᱫᱟ ᱾
1885,"वेना के क्षेत्र में और ईमानवालों के बीच अच्छी तरह से स्वागत किया गया था, जबकि होमोसिस बैंगनी में और ओडिशा में बहुत लोकप्रिय था.","ᱤᱣᱩᱱᱟᱱᱤ ᱦᱟᱭᱫᱨᱟᱵᱟᱫ ᱴᱚᱴᱷᱟᱨᱮ ᱟᱨ ᱢᱩᱥᱞᱟᱹ ᱠᱚ ᱛᱟᱞᱟᱨᱮ ᱥᱚᱢᱟᱱ ᱢᱟᱹᱱ ᱛᱟᱸᱦᱮᱠᱟᱱᱟ, ᱡᱚᱠᱷᱚᱱ ᱦᱳᱢᱤᱳᱯᱮᱛᱷᱤ ᱵᱟᱝᱞᱟ ᱟᱨ ᱳᱲᱤᱥᱟᱨᱮ ᱟᱹᱰᱤ ᱦᱚᱲ ᱠᱩᱟᱤᱭᱟᱱ ᱛᱟᱸᱦᱮᱠᱟᱱᱟ ᱾"
1886,"अलास्का ने ऐथॆन्स, फेफ़्स और हान में विरोधों को देखा ।","ᱟᱞᱟᱥᱠᱟ ᱫᱚ ᱮᱝᱠᱚᱨᱮᱡᱽ, ᱯᱷᱮᱭᱟᱨᱵᱮᱝᱠᱥ ᱟᱨ ᱦᱮᱤᱱᱥᱨᱮ ᱵᱤᱠᱠᱷᱚᱵᱮ ᱥᱟᱦᱟᱣᱟᱠᱟᱫᱟ ᱾"
1887,और ऑनलाइन बैंकों को बुरी तरह बंद कर दिया है ।,ᱵᱟᱹᱠᱤ ᱵᱮᱝ ᱠᱚᱫᱚ ᱠᱷᱩᱪᱨᱟᱹ ᱵᱮᱯᱟᱨ ᱠᱚᱨᱟᱣ ᱨᱮᱭᱟᱜ ᱚᱠᱛᱚ ᱠᱚ ᱠᱚᱢ ᱟᱠᱟᱫᱟ ᱟᱨ ᱚᱱᱞᱟᱭᱤᱱ ᱵᱮᱝᱠᱤᱝ ᱥᱮᱡᱽ ᱠᱚ ᱴᱷᱮᱞᱟᱣ ᱟᱠᱟᱫᱟ ᱾
1888,"ईरान में इंटरनेट सेंसरिता के कारण, ईरानी सरकार और इस्लामी रिलियन गार्डों ने हमेशा ईरानी लोगों का विरोध किया है जैसे फेसबुक, ट्विटर, इत्यादि.","ᱤᱨᱟᱱᱨᱮ ᱤᱱᱴᱟᱨᱱᱮᱴ ᱨᱩᱠᱷᱭᱟᱹᱭ ᱠᱷᱟᱹᱛᱤᱨ ᱥᱟᱱᱟᱢ ᱚᱠᱛᱮ ᱤᱨᱟᱱᱤ ᱥᱚᱨᱠᱟᱨ ᱟᱨ ᱤᱥᱞᱟᱢ ᱫᱷᱚᱨᱚᱢᱤᱭᱟᱹ ᱞᱟᱹᱲᱦᱟᱹᱭ ᱯᱷᱟᱹᱫᱵᱟᱹᱦᱤᱱᱤ ᱫᱚ ᱞᱮᱛᱟᱲᱜᱤ ᱯᱷᱮᱥᱵᱩᱠ, ᱴᱩᱭᱴᱟᱨ ᱮᱢᱟᱱᱛᱮᱭᱟᱜ ᱞᱮᱠᱟ ᱧᱩᱛᱩᱢᱟᱱ ᱥᱟᱶᱛᱟ ᱛᱟᱞᱟᱛᱮ ᱤᱨᱟᱱᱤᱠᱩᱣᱟᱜ ᱥᱮᱞᱮᱫᱚᱜ ᱨᱮᱭᱟᱜᱠᱩ ᱵᱤᱨᱩᱫ ᱤᱫᱤᱭᱟᱠᱟᱫᱟ ᱾"
1889,"इसलिए, ईरान में और ईरानी विरोधों के कारण लोकप्रिय सामाजिक नेटवर्कों पर रोक लगा दी गई है, ईरान में इंटरनेट सेंसरवाद बढ़ गया है।","ᱚᱱᱟᱠᱷᱟᱹᱛᱤᱨ, ᱤᱨᱟᱱᱨᱮ ᱧᱩᱢᱟᱱᱟᱜ ᱥᱟᱶᱛᱟ ᱛᱟᱞᱢᱟᱠᱩ ᱵᱚᱸᱫᱽᱟᱠᱟᱱᱟ ᱟᱨ ᱤᱨᱟᱱᱤ ᱟᱸᱫᱚᱲ ᱠᱷᱟᱹᱛᱤᱨᱛᱮ ᱤᱨᱟᱱᱨᱮ ᱤᱱᱴᱟᱨᱱᱮᱴ ᱡᱚᱛᱱᱟᱣ ᱵᱟᱲᱦᱟᱣᱟᱠᱟᱱᱟ ᱾"
1890,यह शिक्षा सन्‌ 1991 में 39% से 47 प्रतिशत हो गयी है और यह सन्‌ 2011 में 63% हो गए हैं ।,ᱥᱤᱠᱷᱱᱟᱹᱛ ᱦᱟᱨ ᱑᱙᱙᱑ ᱥᱟᱞᱨᱮ ᱓᱙ ᱥᱟᱭᱦᱤᱸᱥ ᱠᱷᱚᱱ ᱒᱐᱐᱑ ᱥᱟᱞᱨᱮ ᱔᱗ ᱥᱟᱭᱦᱤᱸᱥ ᱠᱷᱚᱱ ᱒᱐᱑᱑ ᱥᱟᱞᱨᱮ ᱖᱓.᱘ ᱥᱟᱭᱦᱤᱸᱥ ᱫᱷᱟᱹᱵᱤᱡᱽ ᱵᱟᱲᱦᱟᱣᱟᱠᱟᱱᱟ ᱾
1891,सीपीन (यूएमएल) ने Jaagaaagaaa के उम्मीदवारों का समर्थन करने का भी निर्णय किया।,"ᱥᱤ ᱯᱤ ᱮᱱ (ᱤᱭᱩ ᱮᱢ ᱮᱞ)ᱼ ᱦᱚᱸ ᱡᱷᱟᱯᱟ ᱕, ᱨᱩᱯᱚᱱᱫᱮᱦᱤ ᱑ ᱟᱨ ᱵᱟᱸᱠᱮ ᱒ ᱼᱨᱮ ᱨᱟᱥᱴᱨᱤᱭᱚ ᱯᱨᱚᱡᱟᱛᱚᱱᱛᱚ ᱫᱚᱞᱨᱮᱱ ᱯᱨᱟᱛᱷᱤ ᱠᱚ ᱥᱚᱢᱚᱨᱛᱷᱚᱱ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱟᱨ ᱨᱟᱥᱴᱨᱤᱭᱚ ᱯᱨᱚᱡᱟᱛᱚᱱᱛᱨᱚ ᱫᱚᱞ ᱫᱚ ᱢᱟᱠᱣᱟᱱᱯᱩᱨ ᱑ ᱼᱨᱮ ᱟᱠᱚᱣᱟᱜ ᱵᱟᱪᱷᱱᱟᱣ ᱪᱤᱱᱦᱟᱹ ᱨᱮ ᱱᱮᱯᱟᱞ ᱨᱮᱱ ᱥᱚᱵᱷᱟ ᱜᱚᱢᱠᱮ ᱠᱚᱢᱚᱞ ᱛᱷᱟᱯᱟ ᱛᱤᱸᱜᱩᱭᱮ ᱨᱮᱱᱟᱜ ᱠᱚ ᱜᱚᱴᱟᱵᱩᱴᱟᱹ ᱠᱮᱫᱟ ᱾"
1892,"पूर्व और उत्तर के प्रोत्कर लोग प्रदर्शनों में शामिल हो गए, जो शुक्रवार की प्रार्थना के बाद शुरू हुए ।",ᱯᱩᱨᱩᱵ ᱟᱨ ᱩᱛᱛᱚᱨ ᱠᱷᱟᱨᱛᱩᱢ ᱨᱮᱱ ᱟᱸᱫᱳᱲᱤᱭᱟᱹ ᱠᱚ ᱟᱸᱫᱳᱲ ᱩᱫᱩᱜᱥᱚᱫᱚᱨ ᱨᱮ ᱥᱮᱞᱮᱫ ᱠᱟᱛᱮ ᱡᱟᱦᱟᱸ ᱡᱩᱢᱟ ᱱᱟᱢᱟᱡ ᱛᱟᱭᱚᱢ ᱮᱦᱚᱵ ᱞᱮᱱᱟ ᱾
1893,"जर्मन राष्ट्रीय रेलवे कंपनी, डॉ.",ᱤᱭᱩᱠᱨᱮᱱᱤᱭᱟᱹ ᱯᱟᱥᱯᱳᱨᱴ ᱥᱮ ᱩᱯᱩᱨᱩᱢ ᱥᱟᱠᱟᱢ ᱥᱟᱶ ᱦᱮᱡᱽᱪᱟᱞᱟᱠᱟᱱᱠᱩ ᱯᱳᱞᱮᱱᱰ ᱟᱨ ᱡᱟᱨᱢᱟᱱᱤ ᱢᱩᱫᱨᱮ ᱡᱤᱞᱤᱧ ᱦᱚᱨᱨᱮᱭᱟᱜ ᱨᱤᱞᱜᱟᱹᱰᱤᱨᱮ ᱵᱤᱱᱟᱹᱠᱟᱹᱣᱰᱤᱛᱮ ᱪᱟᱞᱟᱣᱼᱦᱮᱡᱪ ᱨᱮᱭᱟᱜ ᱪᱷᱟᱹᱲ ᱮᱢᱟᱠᱟᱫᱟ ᱡᱟᱨᱢᱟᱱ ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱨᱮᱞ ᱥᱚᱸᱥᱛᱷᱟ ᱰᱚᱭᱪᱮ ᱵᱟᱦᱱ ᱾
1894,"उसने सन्‌ 2007 में द डिड्‌सी संपादक के रूप में सूचीबद्ध किया, और टेसी पाप्पास पेप्पास को एक्ज़ी संपादक के रूप में सूचीबद्ध किया गया ।",ᱚᱱᱤᱛᱟ ᱩᱞᱯᱷ ᱫᱚ ᱒᱐᱐᱗ ᱥᱟᱹᱦᱤᱛᱨᱮ ᱰᱮᱯᱩᱴᱤ ᱮᱰᱤᱴᱚᱨ ᱞᱮᱠᱟᱛᱮ ᱛᱟᱹᱞᱤᱠᱟᱨᱮ ᱥᱮᱞᱮᱫ ᱦᱩᱭᱞᱮᱱᱟ ᱟᱨ ᱛᱷᱤᱭᱳᱰᱳᱨ ᱯᱟᱯᱯᱟᱥ ᱫᱚ ᱮᱠᱡᱤᱠᱤᱣᱩᱴᱤᱵᱷ ᱮᱰᱤᱴᱚᱨ ᱞᱮᱠᱟᱛᱮ ᱛᱟᱹᱞᱤᱠᱟ ᱨᱮ ᱥᱮᱞᱮᱫ ᱦᱩᱭᱞᱮᱱᱟ ᱾
1895,"वॉशिंगटन पोस्ट ने असफलता पर सामने के एक लेख को प्रकाशित किया, टिप्पणी की: ""वियंत्रलर सेना के साथ सब कुछ गलत का प्रतिनिधित्व करने के लिए आया था क्योंकि यह 21वीं सदी में प्रवेश कर रहा है: इसकी क्षमता जल्दी बढ़ने के लिए, परिवर्तन करने के लिए, अपने शिकार के साथ अपनी जुनून, अपने पोस्ट-C-C-Cet की पहचान युद्ध. ""","ᱵᱤᱨᱛᱷᱟᱹᱠᱩ ᱪᱮᱛᱟᱱ ᱫᱚ ᱳᱣᱟᱥᱤᱝᱴᱚᱱ ᱯᱳᱥᱴ ᱫᱚ ᱯᱟᱹᱦᱤᱞ ᱥᱟᱠᱟᱢᱨᱮ ᱢᱤᱫᱴᱟᱝ ᱚᱱᱚᱞ ᱩᱪᱷᱟᱹᱱᱠᱟᱛᱮ ᱨᱚᱲᱟᱠᱟᱫᱟ ᱡᱮᱺ ""᱒᱑ ᱥᱚᱛᱟᱵᱫᱤᱨᱮ ᱵᱚᱞᱚᱱᱚᱠᱛᱮ ᱥᱮᱱᱟᱯᱷᱟᱹᱫᱽᱟᱜ ᱜᱚᱨᱚᱵᱨᱮᱭᱟᱜ ᱦᱮᱞᱤᱠᱚᱯᱴᱟᱨᱠᱩ ᱡᱟᱹᱥᱛᱤ ᱵᱷᱩᱞ ᱨᱮᱟᱭᱜ ᱪᱤᱱᱦᱟᱹᱞᱮᱠᱟᱛᱮ ᱵᱮᱵᱚᱦᱟᱨ ᱦᱩᱭᱤᱫᱤᱜᱼᱟᱺ ᱛᱟᱹᱯᱤᱥ ᱪᱟᱞᱟᱜᱨᱮ ᱵᱟᱝᱫᱟᱲᱮᱜ, ᱵᱚᱫᱚᱞᱠᱩᱨᱮ ᱚᱱᱟᱨᱮᱭᱟᱜ ᱵᱤᱨᱟᱹᱫ, ᱜᱷᱟᱹᱞᱠᱩᱨᱮ ᱚᱱᱟᱨᱮᱭᱟᱜ ᱟᱵᱮᱥ, ᱨᱮᱭᱟᱲᱼᱞᱟᱹᱲᱦᱟᱹᱭ ᱛᱟᱭᱚᱢ ᱩᱱᱤᱭᱟᱜ ᱩᱯᱩᱨᱩᱢ ᱟᱱᱟᱴ ᱾"""
1896,"सन्‌ 2007 में, मार्का स्वर्गदूत, जो पहले न्यू इंग्लैंड जर्नल ऑफ मॆडिकल स्कूल का प्रमुख था और द वर्ल्ड मेडिकल स्कूल में सामाजिक चिकित्सा में एक शिक्षक ने कहा कि Acrash, एक जर्मन साप्ताहिक प्रेसिडेंट ने कहा था कि नशीले पदार्थों के कुशल पर अपनी शोध की आलोचना की थी, ""संस्फीति का इस्तेमाल करें,"" ने कहा, ""किसी भी तरह की नशीले पदार्थों का प्रयोग करने के बजाय,"" नेल कंपनी में इस्तेमाल किया।","᱒᱐᱐᱗ᱼᱨᱮ, ᱱᱤᱩ ᱤᱝᱞᱮᱱᱰ ᱡᱟᱨᱱᱟᱞ ᱚᱯᱷ ᱢᱮᱰᱤᱥᱤᱱᱨᱮᱱ ᱢᱟᱨᱮᱱ ᱢᱩᱰᱩᱛ ᱥᱚᱢᱯᱟᱫᱚᱠ ᱟᱨ ᱦᱟᱵᱷᱟᱨᱰ ᱢᱮᱰᱤᱠᱮᱞ ᱤᱥᱠᱩᱞᱨᱮ ᱥᱟᱶᱛᱟ ᱴᱤᱠᱤᱪᱪᱷᱟᱨᱮᱱ ᱢᱤᱫ ᱥᱟᱪᱮᱫ, ᱢᱟᱨᱥᱤᱭᱟ ᱮᱱᱡᱮᱞ, ᱡᱟᱨᱢᱟᱱ ᱯᱟᱹᱨᱥᱤ ᱨᱮᱭᱟᱜ ᱦᱟᱯᱛᱟᱠᱤᱭᱟᱹ ᱢᱤᱫ ᱠᱷᱚᱵᱚᱨ ᱨᱮᱭᱟᱜ ᱯᱟᱛᱷᱟᱢ, ᱥᱴᱟᱨᱱᱼᱨᱮ, ""[ᱢᱤᱢᱤᱫ ᱨᱟᱱ ᱨᱮᱭᱟᱜ] ᱦᱩᱭᱫᱟᱲᱮᱭᱟᱜ ᱛᱩᱞᱟᱹᱡᱚᱠᱷᱟᱞᱮᱠᱟᱱ ᱢᱟᱛᱨᱟ ᱵᱮᱵᱚᱦᱟᱨ ᱵᱚᱫᱚᱞᱛᱮ ᱜᱟᱶᱛᱟᱨᱮᱱ ᱥᱟᱶᱲᱮᱥᱤᱭᱟᱹᱠᱩ ᱞᱟᱯᱷᱟᱝ ᱩᱛᱟᱹᱨ ᱢᱟᱛᱨᱟᱨᱮ ᱱᱮᱠᱥᱤᱭᱟᱢ ᱠᱩ ᱵᱮᱵᱚᱦᱟᱨᱞᱮᱫᱟ"" ᱢᱮᱱᱛᱮᱭ ᱢᱮᱱᱞᱮᱫᱟ ᱡᱮ, ᱨᱟᱱᱨᱮᱭᱟᱜ ᱠᱟᱹᱢᱤᱫᱟᱲᱮ ᱪᱮᱛᱟᱱ ᱩᱝᱠᱩᱣᱟᱜ ᱠᱷᱚᱱᱫᱽᱨᱚᱱᱠᱩ ᱜᱟᱹᱞᱛᱤᱞᱮᱠᱟᱛᱮ ᱠᱩ ᱩᱫᱩᱜ ᱥᱚᱫᱚᱨᱟᱠᱟᱫᱟ ᱮᱥᱴᱨᱟᱡᱮᱱᱮᱠᱟᱨᱮᱱ ᱥᱟᱶᱲᱮᱥᱤᱭᱟᱹᱠᱩ ᱾"
1897,"मलेशिया में हेटर्ट हंग में, जो दूसरे पक्ष के लिए खेलता है ... मलेशिया में मलेशियाई मलेशियाई सरकार संघ संघ Celafgor FC II, तीन प्रवासियों को मार्च की शुरूआत में PDC के खिलाफ एक मैच में लाया.","ᱢᱟᱨᱪ ᱨᱮᱭᱟᱜ ᱯᱟᱹᱦᱤᱞᱥᱮᱡᱽ, ᱢᱟᱞᱚᱭᱮᱥᱤᱭᱟ ᱯᱨᱤᱢᱤᱭᱟᱨ ᱞᱤᱜ ᱠᱞᱟᱵ ᱥᱮᱞᱟᱝᱜᱚᱨ ᱮᱯᱷᱥᱤ ᱒ᱼᱨᱮ ᱫᱚᱥᱟᱨ ᱰᱤᱵᱷᱤᱥᱚᱱ ᱨᱮ ᱠᱷᱮᱞᱚᱰ ᱦᱟᱭᱤᱱ ᱦᱮᱛ ᱟᱝ ᱢᱟᱞᱚᱭᱮᱥᱤᱭᱟ ᱨᱮ ᱯᱤᱰᱤᱟᱨᱮᱢ ᱮᱯᱷᱥᱤ ᱵᱤᱨᱩᱫᱷ ᱨᱮ ᱢᱤᱫᱴᱟᱝ ᱠᱷᱮᱞᱚᱰ ᱨᱮ ᱯᱮᱼᱠᱟᱹᱴᱩᱵ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱥᱮᱞᱩᱴᱠᱩ ᱩᱫᱩᱜᱞᱮᱫᱟ ᱾"
1898,"28 मार्च, 222 को रोमो की सरकार के खिलाफ विरोध शुरू हो गया.",᱒᱐᱒᱒ᱼᱨᱮᱭᱟᱜ ᱒᱘ ᱢᱟᱨᱪ ᱨᱮ ᱠᱟᱥᱴᱤᱞᱳᱨᱮᱱ ᱥᱚᱨᱠᱟᱨ ᱵᱤᱨᱩᱫᱨᱮ ᱟᱹᱰᱤᱰᱷᱮᱨ ᱵᱤᱠᱠᱷᱳᱵ ᱮᱛᱚᱦᱚᱯᱞᱮᱱᱟ ᱾
1899,"12 नवंबर, 2017 को दिल्ली के लोगों ने अपने दसवें झुंड की तरफ से बाराकबबा रोड पर एक गर्व का दौरा किया ।",᱒᱐᱑᱗ ᱥᱟᱞ ᱨᱮᱭᱟᱜ ᱑᱒ ᱱᱚᱵᱷᱮᱢᱵᱚᱨ ᱵᱟᱨᱟᱠᱷᱟᱢᱵᱟ ᱨᱳᱰ ᱠᱷᱚᱱ ᱡᱚᱱᱛᱚᱨ ᱢᱚᱱᱛᱚᱨ ᱫᱷᱟᱹᱵᱤᱡᱽ ᱫᱤᱞᱞᱤ ᱫᱚ ᱟᱡᱟᱜ ᱜᱮᱞ ᱠᱩᱭᱤᱨ ᱯᱨᱟᱭᱤᱰ ᱩᱫᱩᱜᱥᱚᱫᱚᱨ ᱨᱮᱭᱟᱜᱼᱮ ᱴᱷᱟᱹᱣᱠᱟᱹᱞᱮᱫᱟ ᱾
1900,"14 फरवरी को संयुक्त राष्ट्र के सचिव ज़ेन्ट  अन्टोनियो ज़ेअर ने म्यानमार की स्थिति के बारे में गहरी चिंता व्यक्‍त की, "" बल के बढ़ते प्रयोग और मुख्य शहरों के लिए अतिरिक्त हथियारों की रिपोर्ट की.","᱑᱔ ᱯᱷᱮᱵᱨᱩᱣᱟᱹᱨᱤ ᱨᱮ, ᱩᱭᱩᱮᱱ ᱢᱚᱦᱟᱥᱚᱪᱤᱵ ᱟᱱᱛᱚᱱᱤᱭᱳ ᱜᱩᱴᱮᱨᱮᱥ ᱢᱟᱭᱟᱱᱢᱟᱨ ᱨᱮᱭᱟᱜ ᱦᱟᱞᱚᱛ ᱵᱟᱨᱮᱛᱮ ᱜᱟᱹᱦᱤᱨ ᱡᱚᱦᱚᱨᱮ ᱩᱫᱩᱜ ᱞᱮᱫᱟ ""ᱞᱮᱛᱟᱲᱜᱮ ᱫᱟᱲᱮᱮᱢ ᱟᱨ ᱢᱩᱲᱩᱫ ᱥᱟᱦᱟᱨ ᱠᱚᱨᱮ ᱟᱹᱰᱤ ᱰᱷᱮᱨ ᱞᱟᱹᱲᱦᱟᱹᱭ ᱜᱟᱹᱰᱤ ᱯᱟᱥᱱᱟᱣ ᱨᱮᱭᱟᱜ ᱠᱷᱚᱵᱚᱨ"" ᱫᱚ ᱥᱚᱨᱮᱥᱛᱮᱫ ᱮᱢ ᱠᱟᱛᱮ ᱢᱤᱫᱴᱟᱝ ᱠᱟᱛᱷᱟᱭ ᱞᱟᱹᱭ ᱞᱮᱫᱟ ᱾"
1901,"वे पोलिश सीमा गार्ड पर चट्टानों, बोतलों, और लकड़ी के टुकड़े फेंक करने लगे और सीमा बाड़ को नष्ट करने की कोशिश की... ... कुछ समय के लिए ब्रिटरी की जाँच की.","ᱯᱳᱞᱤᱥ ᱥᱤᱢᱟᱹ ᱨᱮ ᱨᱩᱠᱷᱣᱭᱟᱹ ᱠᱚ ᱥᱮᱪ ᱫᱷᱤᱨᱤ, ᱵᱚᱛᱚᱞ ᱟᱨ ᱠᱟᱴ ᱨᱮᱭᱟᱜ ᱠᱩᱴᱨᱟᱹ ᱪᱟᱯᱟᱫ ᱠᱚ ᱣᱦᱚᱵ ᱠᱮᱫᱟ ᱟᱨ ᱵᱮ ᱛᱷᱟᱹᱭᱤ ᱞᱮᱠᱟᱛᱮ ᱵᱚᱱᱫᱚ ᱵᱨᱩᱡᱜᱤᱼᱠᱩᱡᱱᱤᱪᱟ ᱪᱮᱠᱯᱚᱭᱮᱱᱴ ᱨᱟᱹᱯᱩᱫ ᱠᱟᱛᱮ ᱵᱚᱞᱚᱜ ᱨᱮᱭᱟᱜ ᱨᱤᱠᱟᱹ ᱥᱤᱢᱟᱹ ᱵᱮᱲᱦᱟᱭ ᱫᱚ ᱫᱷᱚᱝᱥᱚ ᱨᱮᱭᱟᱜ ᱠᱚ ᱠᱩᱨᱩᱢᱩᱴᱩ ᱞᱮᱫᱟ ᱩᱱᱠᱩ ᱾"
